lead_id,created_at,first_response_at,response_minutes,source,campaign,region,owner,status,converted,revenue_usd
LEAD_000193,2026-03-06 20:21:37,2026-03-06 21:12:37,51,referral,partner,ATL,taylor,open,0,0
LEAD_000194,2026-02-02 18:29:18,2026-02-02 18:57:18,28,instagram_dm,spring_promo,Alpharetta,taylor,converted,1,1877
LEAD_000195,2025-12-29 11:33:43,2025-12-29 11:58:43,25,website_form,paid_search,Cumming,alex,open,0,0
LEAD_000196,2025-12-30 16:52:47,2025-12-30 18:36:47,104,instagram_dm,spring_promo,Remote,sam,nurture,0,0
LEAD_000197,2026-02-13 21:54:31,2026-02-13 22:47:31,53,email,spring_promo,ATL,sam,converted,1,3211
LEAD_000198,2026-03-06 10:50:02,2026-03-06 11:35:02,45,event,paid_search,Cumming,alex,nurture,0,0
LEAD_000199,2026-03-05 05:57:54,2026-03-05 06:17:54,20,website_form,paid_search,Alpharetta,taylor,converted,1,2629
LEAD_000200,2026-02-20 09:11:52,2026-02-20 09:23:52,12,instagram_dm,organic,ATL,taylor,converted,1,3213
LEAD_000201,2026-02-03 20:12:26,2026-02-03 20:58:26,46,email,newsletter,ATL,sam,lost,0,0
LEAD_000202,2025-11-28 21:28:45,2025-11-28 22:25:45,57,event,newsletter,Remote,jordan,lost,0,0
LEAD_000203,2025-12-08 04:38:49,2025-12-08 05:11:49,33,website_form,paid_search,ATL,alex,open,0,0
LEAD_000204,2026-03-06 14:59:32,2026-03-06 15:52:32,53,event,organic,Remote,jordan,converted,1,2909
LEAD_000205,2026-01-30 13:40:19,2026-01-30 14:34:19,54,event,organic,ATL,taylor,nurture,0,0
LEAD_000206,2025-11-19 21:38:37,2025-11-19 22:38:37,60,website_form,organic,Cumming,jordan,nurture,0,0
LEAD_000207,2025-11-30 23:23:39,2025-11-30 23:30:39,7,referral,organic,Alpharetta,sam,converted,1,2027
LEAD_000208,2026-02-06 10:02:29,2026-02-06 10:26:29,24,event,paid_search,Alpharetta,jordan,lost,0,0
LEAD_000209,2025-11-19 09:44:01,2025-11-19 10:32:01,48,website_form,spring_promo,Cumming,sam,lost,0,0
LEAD_000210,2025-12-08 02:17:00,2025-12-08 02:51:00,34,email,spring_promo,Cumming,jordan,nurture,0,0
LEAD_000211,2026-01-23 15:30:34,2026-01-23 16:24:34,54,email,newsletter,Alpharetta,sam,converted,1,2175
LEAD_000212,2026-02-09 19:48:52,2026-02-09 20:33:52,45,website_form,newsletter,ATL,sam,nurture,0,0
LEAD_000213,2026-02-05 00:48:17,2026-02-05 00:50:17,2,website_form,spring_promo,Cumming,jordan,converted,1,3892
LEAD_000214,2025-12-15 17:03:07,2025-12-15 18:13:07,70,website_form,organic,ATL,taylor,open,0,0
LEAD_000215,2026-02-12 06:13:56,2026-02-12 06:35:56,22,website_form,partner,Cumming,alex,open,0,0
LEAD_000216,2025-12-17 06:26:01,2025-12-17 06:41:01,15,email,spring_promo,ATL,taylor,nurture,0,0
LEAD_000217,2025-12-27 20:18:26,2025-12-27 21:26:26,68,website_form,newsletter,ATL,jordan,nurture,0,0
LEAD_000218,2026-02-16 09:03:05,2026-02-16 09:54:05,51,referral,newsletter,Cumming,jordan,nurture,0,0
LEAD_000219,2026-02-04 18:05:56,2026-02-04 19:20:56,75,instagram_dm,organic,ATL,taylor,nurture,0,0
LEAD_000220,2026-02-28 16:55:11,2026-02-28 17:35:11,40,website_form,partner,ATL,sam,nurture,0,0
LEAD_000221,2026-02-05 17:04:53,2026-02-05 17:28:53,24,instagram_dm,newsletter,Alpharetta,taylor,nurture,0,0
LEAD_000222,2026-01-25 23:53:06,2026-01-26 00:30:06,37,instagram_dm,organic,Cumming,alex,open,0,0
LEAD_000223,2025-11-30 00:56:22,2025-11-30 01:09:22,13,event,newsletter,Remote,alex,open,0,0
LEAD_000224,2026-01-01 22:10:40,2026-01-01 22:19:40,9,website_form,newsletter,Alpharetta,jordan,open,0,0
LEAD_000225,2025-12-20 14:56:20,2025-12-20 15:15:20,19,website_form,newsletter,ATL,taylor,lost,0,0
LEAD_000226,2025-12-18 01:50:47,2025-12-18 03:20:47,90,event,paid_search,Alpharetta,taylor,open,0,0
LEAD_000227,2026-03-15 13:25:36,2026-03-15 13:46:36,21,event,organic,ATL,jordan,lost,0,0
LEAD_000228,2026-01-04 23:16:40,2026-01-04 23:21:40,5,instagram_dm,organic,Alpharetta,jordan,open,0,0
LEAD_000229,2026-03-05 20:15:01,2026-03-05 20:44:01,29,referral,spring_promo,Remote,sam,nurture,0,0
LEAD_000230,2026-02-02 12:50:08,2026-02-02 13:11:08,21,website_form,spring_promo,Cumming,taylor,converted,1,2340
LEAD_000231,2026-02-22 04:12:46,2026-02-22 05:23:46,71,email,spring_promo,Alpharetta,sam,lost,0,0
LEAD_000232,2026-01-18 02:45:04,2026-01-18 04:11:04,86,website_form,paid_search,ATL,jordan,nurture,0,0
