lead_id,created_at,first_response_at,response_minutes,source,campaign,region,owner,status,converted,revenue_usd
LEAD_000028,2026-01-19 11:30:52,2026-01-19 11:36:52,6,email,newsletter,Cumming,jordan,lost,0,0
LEAD_000029,2026-01-28 20:40:23,2026-01-28 20:57:23,17,referral,spring_promo,Remote,sam,nurture,0,0
LEAD_000030,2025-11-24 08:17:47,2025-11-24 09:16:47,59,email,spring_promo,Remote,sam,converted,1,2634
LEAD_000031,2026-01-30 16:14:54,2026-01-30 16:42:54,28,website_form,spring_promo,Cumming,sam,nurture,0,0
LEAD_000032,2025-12-09 05:37:43,2025-12-09 06:29:43,52,website_form,newsletter,ATL,sam,open,0,0
LEAD_000033,2025-11-26 13:52:04,2025-11-26 14:02:04,10,email,organic,ATL,taylor,converted,1,1163
LEAD_000034,2026-03-12 15:18:34,2026-03-12 16:40:34,82,event,paid_search,Cumming,taylor,open,0,0
LEAD_000035,2026-03-14 15:32:22,2026-03-14 15:41:22,9,instagram_dm,organic,ATL,sam,open,0,0
LEAD_000036,2026-02-23 18:42:13,2026-02-23 19:20:13,38,website_form,paid_search,Cumming,alex,open,0,0
LEAD_000037,2025-12-25 07:48:25,2025-12-25 08:27:25,39,website_form,spring_promo,ATL,taylor,nurture,0,0
LEAD_000038,2025-11-30 11:48:54,2025-11-30 12:10:54,22,referral,spring_promo,ATL,alex,open,0,0
LEAD_000039,2026-02-08 21:06:37,2026-02-08 21:53:37,47,referral,organic,ATL,alex,lost,0,0
LEAD_000040,2026-01-10 14:09:30,2026-01-10 14:57:30,48,instagram_dm,organic,Remote,sam,converted,1,2507
LEAD_000041,2025-12-03 09:59:22,2025-12-03 10:43:22,44,instagram_dm,organic,Alpharetta,taylor,nurture,0,0
LEAD_000042,2026-01-17 04:37:43,2026-01-17 04:58:43,21,website_form,paid_search,ATL,alex,converted,1,1308
LEAD_000043,2025-11-22 21:33:29,2025-11-22 21:51:29,18,referral,spring_promo,ATL,alex,nurture,0,0
LEAD_000044,2026-03-07 21:21:43,2026-03-07 21:44:43,23,referral,organic,Cumming,sam,nurture,0,0
LEAD_000045,2025-12-19 19:48:20,2025-12-19 20:04:20,16,website_form,paid_search,ATL,sam,converted,1,2883
LEAD_000046,2026-02-06 06:35:00,2026-02-06 07:46:00,71,instagram_dm,spring_promo,Cumming,jordan,open,0,0
LEAD_000047,2025-12-26 04:14:50,2025-12-26 04:39:50,25,website_form,partner,Alpharetta,sam,open,0,0
LEAD_000048,2026-01-20 04:18:54,2026-01-20 04:55:54,37,website_form,partner,Alpharetta,sam,open,0,0
LEAD_000049,2026-01-23 09:02:41,2026-01-23 10:01:41,59,website_form,spring_promo,Alpharetta,alex,lost,0,0
LEAD_000050,2025-12-10 22:54:00,2025-12-10 23:09:00,15,website_form,organic,Cumming,alex,nurture,0,0
LEAD_000051,2026-03-15 02:55:23,2026-03-15 03:04:23,9,website_form,organic,Remote,taylor,open,0,0
LEAD_000052,2026-02-19 18:54:06,2026-02-19 19:10:06,16,email,paid_search,Remote,taylor,lost,0,0
LEAD_000053,2026-03-11 12:16:34,2026-03-11 12:56:34,40,email,newsletter,Cumming,alex,open,0,0
LEAD_000054,2026-03-06 03:37:19,2026-03-06 04:15:19,38,email,newsletter,ATL,alex,nurture,0,0
LEAD_000055,2026-01-29 12:28:16,2026-01-29 13:12:16,44,website_form,paid_search,Cumming,alex,nurture,0,0
LEAD_000056,2026-03-09 09:31:01,2026-03-09 10:01:01,30,website_form,spring_promo,ATL,jordan,nurture,0,0
LEAD_000057,2025-11-29 09:22:39,2025-11-29 09:23:39,1,instagram_dm,paid_search,Alpharetta,jordan,converted,1,1369
LEAD_000058,2025-12-12 06:57:00,2025-12-12 07:26:00,29,email,newsletter,Cumming,sam,lost,0,0
LEAD_000059,2025-11-24 04:46:26,2025-11-24 05:50:26,64,website_form,newsletter,ATL,jordan,lost,0,0
LEAD_000060,2025-12-27 19:28:14,2025-12-27 20:44:14,76,referral,paid_search,ATL,jordan,converted,1,4796
LEAD_000061,2026-01-04 09:54:35,2026-01-04 10:29:35,35,instagram_dm,newsletter,Cumming,taylor,nurture,0,0
LEAD_000062,2025-12-21 08:00:16,2025-12-21 08:38:16,38,referral,spring_promo,Remote,alex,open,0,0
LEAD_000063,2026-02-26 05:17:00,2026-02-26 06:08:00,51,email,organic,Cumming,alex,converted,1,2147
LEAD_000064,2025-12-31 13:58:08,2025-12-31 15:13:08,75,website_form,organic,Alpharetta,alex,lost,0,0
LEAD_000065,2025-12-22 11:36:38,2025-12-22 12:09:38,33,instagram_dm,spring_promo,ATL,taylor,nurture,0,0
LEAD_000066,2026-01-22 21:29:02,2026-01-22 22:20:02,51,website_form,partner,Cumming,taylor,open,0,0
LEAD_000067,2025-12-05 16:22:52,2025-12-05 16:43:52,21,email,spring_promo,Cumming,jordan,nurture,0,0
LEAD_000068,2026-02-23 00:50:47,2026-02-23 01:00:47,10,website_form,newsletter,Alpharetta,alex,converted,1,685
LEAD_000069,2025-11-27 17:13:30,2025-11-27 17:35:30,22,referral,organic,ATL,sam,open,0,0
LEAD_000070,2026-03-17 04:45:13,2026-03-17 06:11:13,86,website_form,spring_promo,Cumming,sam,open,0,0
LEAD_000071,2026-02-19 10:35:03,2026-02-19 11:27:03,52,event,partner,ATL,jordan,converted,1,3663
LEAD_000072,2025-12-12 14:49:13,2025-12-12 15:00:13,11,referral,paid_search,ATL,sam,converted,1,1904
LEAD_000073,2025-11-19 10:25:22,2025-11-19 11:18:22,53,email,organic,Remote,alex,lost,0,0
LEAD_000074,2026-02-24 15:02:53,2026-02-24 15:14:53,12,instagram_dm,spring_promo,ATL,jordan,nurture,0,0
LEAD_000075,2026-02-11 14:16:06,2026-02-11 15:00:06,44,instagram_dm,spring_promo,ATL,sam,open,0,0
LEAD_000076,2026-02-14 06:03:36,2026-02-14 06:18:36,15,referral,organic,Cumming,sam,converted,1,3012
LEAD_000077,2026-02-19 07:46:40,2026-02-19 07:57:40,11,email,organic,Remote,alex,nurture,0,0
LEAD_000078,2025-11-27 15:46:04,2025-11-27 17:22:04,96,referral,organic,Cumming,taylor,lost,0,0
LEAD_000079,2025-12-31 18:54:02,2025-12-31 19:19:02,25,email,partner,Alpharetta,jordan,open,0,0
LEAD_000080,2025-12-02 16:13:20,2025-12-02 17:04:20,51,event,newsletter,Remote,taylor,nurture,0,0
LEAD_000081,2026-03-02 08:15:26,2026-03-02 08:49:26,34,email,paid_search,ATL,sam,lost,0,0
LEAD_000082,2026-02-01 13:37:04,2026-02-01 13:50:04,13,email,newsletter,Cumming,taylor,open,0,0
LEAD_000083,2025-12-28 11:30:20,2025-12-28 11:57:20,27,referral,organic,Cumming,taylor,nurture,0,0
LEAD_000084,2025-11-26 09:34:02,2025-11-26 09:47:02,13,referral,paid_search,Alpharetta,jordan,open,0,0
LEAD_000085,2025-12-26 02:08:54,2025-12-26 04:30:54,142,email,organic,ATL,taylor,nurture,0,0
LEAD_000086,2025-12-27 19:02:50,2025-12-27 19:59:50,57,website_form,paid_search,ATL,sam,lost,0,0
LEAD_000087,2026-02-14 07:47:06,2026-02-14 08:20:06,33,email,organic,Alpharetta,sam,open,0,0
LEAD_000088,2026-02-03 06:41:05,2026-02-03 07:30:05,49,event,spring_promo,Cumming,alex,lost,0,0
LEAD_000089,2026-03-05 05:41:31,2026-03-05 06:36:31,55,referral,paid_search,Cumming,jordan,lost,0,0
LEAD_000090,2026-01-14 10:29:54,2026-01-14 11:24:54,55,referral,newsletter,Cumming,jordan,open,0,0
LEAD_000091,2025-12-03 02:57:02,2025-12-03 03:50:02,53,website_form,paid_search,ATL,taylor,nurture,0,0
LEAD_000092,2026-02-12 08:39:51,2026-02-12 09:30:51,51,email,partner,Cumming,alex,open,0,0
LEAD_000093,2026-02-18 01:34:49,2026-02-18 02:10:49,36,instagram_dm,spring_promo,Cumming,sam,lost,0,0
LEAD_000094,2026-01-25 02:59:51,2026-01-25 04:30:51,91,referral,organic,Remote,alex,nurture,0,0
LEAD_000095,2026-02-19 06:54:17,2026-02-19 07:31:17,37,website_form,organic,ATL,jordan,nurture,0,0
LEAD_000096,2026-01-17 00:39:02,2026-01-17 01:13:02,34,referral,newsletter,Remote,alex,nurture,0,0
LEAD_000097,2026-01-20 11:59:23,2026-01-20 12:37:23,38,email,paid_search,Alpharetta,taylor,nurture,0,0
LEAD_000098,2026-01-09 01:50:14,2026-01-09 02:30:14,40,website_form,organic,ATL,alex,converted,1,3702
LEAD_000099,2025-11-21 19:43:35,2025-11-21 19:49:35,6,website_form,newsletter,Alpharetta,sam,lost,0,0
LEAD_000100,2025-12-01 17:14:48,2025-12-01 17:30:48,16,website_form,newsletter,ATL,taylor,converted,1,2217
LEAD_000101,2025-11-22 13:02:07,2025-11-22 13:32:07,30,email,spring_promo,Remote,sam,nurture,0,0
LEAD_000102,2026-02-03 03:22:52,2026-02-03 03:28:52,6,website_form,paid_search,Remote,alex,converted,1,840
LEAD_000103,2025-12-26 11:51:52,2025-12-26 12:24:52,33,website_form,newsletter,ATL,sam,converted,1,2343
LEAD_000104,2026-01-18 19:12:10,2026-01-18 19:51:10,39,referral,partner,ATL,alex,converted,1,4435
LEAD_000105,2026-03-07 16:18:38,2026-03-07 16:28:38,10,website_form,organic,Cumming,taylor,lost,0,0
LEAD_000106,2025-12-18 16:28:51,2025-12-18 16:47:51,19,website_form,spring_promo,Cumming,jordan,nurture,0,0
LEAD_000107,2026-01-07 00:25:19,2026-01-07 01:43:19,78,email,organic,Cumming,sam,open,0,0
LEAD_000108,2026-02-17 10:30:23,2026-02-17 11:19:23,49,email,spring_promo,ATL,jordan,lost,0,0
LEAD_000109,2025-12-16 05:27:29,2025-12-16 06:14:29,47,referral,partner,Alpharetta,alex,converted,1,2011
LEAD_000110,2025-11-28 00:13:17,2025-11-28 01:25:17,72,email,spring_promo,ATL,taylor,nurture,0,0
LEAD_000111,2025-12-23 13:00:12,2025-12-23 13:16:12,16,referral,paid_search,Alpharetta,taylor,nurture,0,0
LEAD_000112,2025-12-08 02:50:11,2025-12-08 03:00:11,10,instagram_dm,organic,Alpharetta,taylor,lost,0,0
LEAD_000113,2026-03-10 08:02:54,2026-03-10 09:07:54,65,website_form,organic,Cumming,sam,open,0,0
LEAD_000114,2026-02-23 17:54:21,2026-02-23 18:25:21,31,website_form,spring_promo,Remote,sam,nurture,0,0
LEAD_000115,2026-02-02 18:43:19,2026-02-02 18:59:19,16,email,newsletter,ATL,alex,open,0,0
LEAD_000116,2026-03-03 08:19:33,2026-03-03 08:25:33,6,email,newsletter,ATL,jordan,nurture,0,0
LEAD_000117,2026-02-23 05:05:41,2026-02-23 05:43:41,38,instagram_dm,organic,Alpharetta,jordan,lost,0,0
LEAD_000118,2025-12-11 03:50:28,2025-12-11 04:18:28,28,email,partner,Cumming,sam,lost,0,0
LEAD_000119,2026-03-05 21:05:21,2026-03-05 21:29:21,24,email,organic,Cumming,taylor,nurture,0,0
LEAD_000120,2026-01-22 11:49:30,2026-01-22 11:51:30,2,website_form,organic,Remote,alex,lost,0,0
LEAD_000121,2026-02-23 15:56:49,2026-02-23 17:26:49,90,website_form,organic,Remote,alex,lost,0,0
LEAD_000122,2026-03-06 07:15:44,2026-03-06 07:23:44,8,email,spring_promo,Alpharetta,alex,nurture,0,0
LEAD_000123,2025-12-26 22:22:09,2025-12-26 22:48:09,26,email,partner,Alpharetta,alex,open,0,0
LEAD_000124,2025-12-01 23:28:08,2025-12-01 23:51:08,23,email,organic,ATL,alex,converted,1,2729
LEAD_000125,2025-12-16 02:58:21,2025-12-16 03:48:21,50,website_form,spring_promo,ATL,jordan,nurture,0,0
LEAD_000126,2026-01-09 00:35:23,2026-01-09 00:41:23,6,instagram_dm,organic,Alpharetta,sam,lost,0,0
LEAD_000127,2026-02-24 22:24:06,2026-02-24 23:10:06,46,referral,newsletter,Cumming,alex,lost,0,0
LEAD_000128,2026-03-02 01:25:24,2026-03-02 02:03:24,38,website_form,organic,Cumming,taylor,nurture,0,0
LEAD_000129,2025-11-19 14:32:29,2025-11-19 14:50:29,18,email,newsletter,ATL,alex,lost,0,0
LEAD_000130,2026-01-19 01:28:17,2026-01-19 02:13:17,45,event,spring_promo,Alpharetta,jordan,open,0,0
LEAD_000131,2026-01-07 20:39:46,2026-01-07 21:12:46,33,website_form,organic,ATL,sam,converted,1,1250
LEAD_000132,2025-12-15 10:11:23,2025-12-15 11:55:23,104,email,paid_search,Alpharetta,jordan,open,0,0
LEAD_000133,2025-12-03 03:43:53,2025-12-03 04:11:53,28,website_form,spring_promo,ATL,taylor,lost,0,0
LEAD_000134,2025-12-29 06:51:03,2025-12-29 07:05:03,14,instagram_dm,paid_search,ATL,alex,converted,1,739
LEAD_000135,2026-03-11 22:05:57,2026-03-11 22:52:57,47,website_form,spring_promo,ATL,jordan,open,0,0
LEAD_000136,2025-12-27 13:20:37,2025-12-27 13:45:37,25,event,paid_search,ATL,taylor,converted,1,1929
LEAD_000137,2026-01-20 00:38:10,2026-01-20 01:11:10,33,instagram_dm,organic,Remote,jordan,open,0,0
LEAD_000138,2026-02-11 03:12:50,2026-02-11 03:22:50,10,referral,newsletter,ATL,sam,converted,1,2179
LEAD_000139,2026-01-01 09:46:21,2026-01-01 10:37:21,51,instagram_dm,spring_promo,ATL,sam,nurture,0,0
LEAD_000140,2026-03-15 09:15:06,2026-03-15 09:37:06,22,email,spring_promo,Cumming,jordan,nurture,0,0
LEAD_000141,2026-03-14 06:22:03,2026-03-14 07:02:03,40,email,spring_promo,Cumming,taylor,nurture,0,0
LEAD_000142,2025-12-18 23:39:08,2025-12-19 01:41:08,122,referral,spring_promo,ATL,alex,open,0,0
LEAD_000143,2026-01-17 10:35:42,2026-01-17 11:02:42,27,event,organic,ATL,alex,converted,1,3953
LEAD_000144,2025-12-24 21:02:56,2025-12-24 21:58:56,56,email,organic,Remote,sam,lost,0,0
LEAD_000145,2025-12-22 22:51:35,2025-12-22 23:19:35,28,event,newsletter,Alpharetta,alex,lost,0,0
LEAD_000146,2025-11-23 04:45:13,2025-11-23 05:04:13,19,email,paid_search,Cumming,sam,open,0,0
LEAD_000147,2026-01-30 22:03:52,2026-01-30 23:23:52,80,email,newsletter,Cumming,alex,nurture,0,0
LEAD_000148,2026-01-18 02:14:05,2026-01-18 02:18:05,4,email,newsletter,ATL,alex,converted,1,2264
LEAD_000149,2025-11-24 22:46:41,2025-11-24 23:52:41,66,website_form,organic,ATL,alex,nurture,0,0
LEAD_000150,2025-12-22 05:01:16,2025-12-22 05:04:16,3,website_form,organic,Alpharetta,taylor,nurture,0,0
LEAD_000151,2026-03-07 18:19:30,2026-03-07 19:21:30,62,website_form,organic,Remote,alex,open,0,0
LEAD_000152,2025-12-17 12:27:27,2025-12-17 13:00:27,33,email,paid_search,ATL,alex,nurture,0,0
LEAD_000153,2025-12-06 03:48:59,2025-12-06 04:02:59,14,email,spring_promo,Alpharetta,alex,open,0,0
LEAD_000154,2026-01-16 12:08:35,2026-01-16 12:31:35,23,email,spring_promo,ATL,taylor,open,0,0
LEAD_000155,2026-03-17 01:11:33,2026-03-17 02:05:33,54,event,newsletter,ATL,taylor,nurture,0,0
LEAD_000156,2025-12-17 19:38:18,2025-12-17 21:32:18,114,email,spring_promo,ATL,taylor,nurture,0,0
LEAD_000157,2026-02-07 10:16:11,2026-02-07 10:23:11,7,email,paid_search,ATL,alex,nurture,0,0
LEAD_000158,2026-02-18 03:59:01,2026-02-18 04:14:01,15,website_form,paid_search,Remote,taylor,lost,0,0
LEAD_000159,2025-12-17 06:54:55,2025-12-17 07:03:55,9,website_form,spring_promo,Cumming,sam,open,0,0
LEAD_000160,2026-02-14 03:46:56,2026-02-14 04:14:56,28,referral,spring_promo,ATL,sam,converted,1,3779
LEAD_000161,2026-01-01 21:44:05,2026-01-01 22:47:05,63,email,organic,Remote,jordan,lost,0,0
LEAD_000162,2026-02-02 15:33:36,2026-02-02 15:41:36,8,referral,newsletter,Remote,taylor,open,0,0
LEAD_000163,2026-02-02 19:05:05,2026-02-02 19:38:05,33,website_form,organic,Alpharetta,taylor,nurture,0,0
LEAD_000164,2026-01-22 01:33:01,2026-01-22 02:34:01,61,email,newsletter,Remote,taylor,lost,0,0
LEAD_000165,2025-11-29 14:33:14,2025-11-29 14:56:14,23,website_form,newsletter,ATL,taylor,converted,1,1617
LEAD_000166,2026-02-27 00:11:25,2026-02-27 00:49:25,38,website_form,organic,Alpharetta,alex,nurture,0,0
LEAD_000167,2025-12-27 06:21:57,2025-12-27 07:37:57,76,website_form,spring_promo,Alpharetta,sam,nurture,0,0
LEAD_000168,2025-12-11 03:41:33,2025-12-11 03:53:33,12,website_form,paid_search,Remote,alex,converted,1,823
LEAD_000169,2025-11-23 15:57:06,2025-11-23 16:02:06,5,website_form,spring_promo,Alpharetta,taylor,nurture,0,0
LEAD_000170,2026-01-28 16:17:27,2026-01-28 16:59:27,42,website_form,paid_search,ATL,alex,lost,0,0
LEAD_000171,2026-02-08 01:54:16,2026-02-08 02:37:16,43,event,organic,Alpharetta,taylor,nurture,0,0
LEAD_000172,2025-11-20 18:17:32,2025-11-20 18:39:32,22,website_form,newsletter,ATL,sam,lost,0,0
LEAD_000173,2026-01-19 05:20:50,2026-01-19 05:38:50,18,website_form,paid_search,ATL,sam,converted,1,2820
LEAD_000174,2025-12-15 22:49:37,2025-12-15 23:23:37,34,website_form,paid_search,ATL,alex,lost,0,0
LEAD_000175,2026-02-04 04:37:01,2026-02-04 04:49:01,12,email,organic,Remote,sam,nurture,0,0
LEAD_000176,2025-12-09 16:41:40,2025-12-09 16:53:40,12,website_form,spring_promo,ATL,taylor,converted,1,4702
LEAD_000177,2026-02-09 16:25:12,2026-02-09 17:19:12,54,referral,paid_search,Cumming,alex,nurture,0,0
LEAD_000178,2026-01-04 04:19:01,2026-01-04 04:30:01,11,event,organic,Cumming,sam,open,0,0
LEAD_000179,2026-03-11 04:18:06,2026-03-11 04:23:06,5,website_form,spring_promo,Remote,alex,converted,1,1477
LEAD_000180,2025-12-05 06:34:46,2025-12-05 06:52:46,18,email,partner,ATL,sam,open,0,0
LEAD_000181,2025-12-29 16:47:25,2025-12-29 17:09:25,22,website_form,spring_promo,Alpharetta,alex,nurture,0,0
LEAD_000182,2025-12-02 09:19:23,2025-12-02 10:05:23,46,instagram_dm,spring_promo,Remote,sam,lost,0,0
LEAD_000183,2026-03-09 17:38:13,2026-03-09 17:58:13,20,email,spring_promo,Cumming,taylor,nurture,0,0
LEAD_000184,2026-03-04 01:15:24,2026-03-04 02:40:24,85,website_form,newsletter,Cumming,sam,lost,0,0
LEAD_000185,2025-12-19 17:23:28,2025-12-19 17:58:28,35,website_form,newsletter,Alpharetta,sam,converted,1,3065
LEAD_000186,2026-02-05 23:16:24,2026-02-05 23:32:24,16,instagram_dm,organic,Remote,jordan,open,0,0
LEAD_000187,2026-02-24 20:07:09,2026-02-24 20:52:09,45,email,organic,Alpharetta,alex,nurture,0,0
LEAD_000188,2026-01-24 09:29:51,2026-01-24 10:53:51,84,website_form,organic,ATL,sam,nurture,0,0
LEAD_000189,2026-01-21 07:54:46,2026-01-21 08:47:46,53,instagram_dm,newsletter,Remote,jordan,converted,1,3131
LEAD_000190,2025-12-17 19:03:14,2025-12-17 19:10:14,7,email,spring_promo,Cumming,alex,nurture,0,0
LEAD_000191,2025-11-29 22:39:19,2025-11-29 23:03:19,24,referral,partner,Cumming,jordan,lost,0,0
LEAD_000192,2026-03-06 10:30:02,2026-03-06 11:10:02,40,website_form,spring_promo,Alpharetta,sam,converted,1,745
LEAD_000193,2026-03-06 19:43:24,2026-03-06 20:34:24,51,referral,partner,ATL,taylor,open,0,0
LEAD_000194,2026-02-02 17:51:05,2026-02-02 18:19:05,28,instagram_dm,spring_promo,Alpharetta,taylor,converted,1,1877
LEAD_000195,2025-12-29 10:55:30,2025-12-29 11:20:30,25,website_form,paid_search,Cumming,alex,open,0,0
LEAD_000196,2025-12-30 16:14:34,2025-12-30 17:58:34,104,instagram_dm,spring_promo,Remote,sam,nurture,0,0
LEAD_000197,2026-02-13 21:16:18,2026-02-13 22:09:18,53,email,spring_promo,ATL,sam,converted,1,3211
LEAD_000198,2026-03-06 10:11:48,2026-03-06 10:56:48,45,event,paid_search,Cumming,alex,nurture,0,0
LEAD_000199,2026-03-05 05:19:41,2026-03-05 05:39:41,20,website_form,paid_search,Alpharetta,taylor,converted,1,2629
LEAD_000200,2026-02-20 08:33:39,2026-02-20 08:45:39,12,instagram_dm,organic,ATL,taylor,converted,1,3213
LEAD_000201,2026-02-03 19:34:13,2026-02-03 20:20:13,46,email,newsletter,ATL,sam,lost,0,0
LEAD_000202,2025-11-28 20:50:32,2025-11-28 21:47:32,57,event,newsletter,Remote,jordan,lost,0,0
LEAD_000203,2025-12-08 04:00:36,2025-12-08 04:33:36,33,website_form,paid_search,ATL,alex,open,0,0
LEAD_000204,2026-03-06 14:21:19,2026-03-06 15:14:19,53,event,organic,Remote,jordan,converted,1,2909
LEAD_000205,2026-01-30 13:02:06,2026-01-30 13:56:06,54,event,organic,ATL,taylor,nurture,0,0
LEAD_000206,2025-11-19 21:00:24,2025-11-19 22:00:24,60,website_form,organic,Cumming,jordan,nurture,0,0
LEAD_000207,2025-11-30 22:45:26,2025-11-30 22:52:26,7,referral,organic,Alpharetta,sam,converted,1,2027
LEAD_000208,2026-02-06 09:24:16,2026-02-06 09:48:16,24,event,paid_search,Alpharetta,jordan,lost,0,0
LEAD_000209,2025-11-19 09:05:48,2025-11-19 09:53:48,48,website_form,spring_promo,Cumming,sam,lost,0,0
LEAD_000210,2025-12-08 01:38:47,2025-12-08 02:12:47,34,email,spring_promo,Cumming,jordan,nurture,0,0
LEAD_000211,2026-01-23 14:52:21,2026-01-23 15:46:21,54,email,newsletter,Alpharetta,sam,converted,1,2175
LEAD_000212,2026-02-09 19:10:39,2026-02-09 19:55:39,45,website_form,newsletter,ATL,sam,nurture,0,0
LEAD_000213,2026-02-05 00:10:04,2026-02-05 00:12:04,2,website_form,spring_promo,Cumming,jordan,converted,1,3892
LEAD_000214,2025-12-15 16:24:53,2025-12-15 17:34:53,70,website_form,organic,ATL,taylor,open,0,0
LEAD_000215,2026-02-12 05:35:43,2026-02-12 05:57:43,22,website_form,partner,Cumming,alex,open,0,0
LEAD_000216,2025-12-17 05:47:48,2025-12-17 06:02:48,15,email,spring_promo,ATL,taylor,nurture,0,0
LEAD_000217,2025-12-27 19:40:13,2025-12-27 20:48:13,68,website_form,newsletter,ATL,jordan,nurture,0,0
LEAD_000218,2026-02-16 08:24:52,2026-02-16 09:15:52,51,referral,newsletter,Cumming,jordan,nurture,0,0
LEAD_000219,2026-02-04 17:27:43,2026-02-04 18:42:43,75,instagram_dm,organic,ATL,taylor,nurture,0,0
LEAD_000220,2026-02-28 16:16:58,2026-02-28 16:56:58,40,website_form,partner,ATL,sam,nurture,0,0
LEAD_000221,2026-02-05 16:26:40,2026-02-05 16:50:40,24,instagram_dm,newsletter,Alpharetta,taylor,nurture,0,0
LEAD_000222,2026-01-25 23:14:53,2026-01-25 23:51:53,37,instagram_dm,organic,Cumming,alex,open,0,0
LEAD_000223,2025-11-30 00:18:09,2025-11-30 00:31:09,13,event,newsletter,Remote,alex,open,0,0
LEAD_000224,2026-01-01 21:32:27,2026-01-01 21:41:27,9,website_form,newsletter,Alpharetta,jordan,open,0,0
LEAD_000225,2025-12-20 14:18:07,2025-12-20 14:37:07,19,website_form,newsletter,ATL,taylor,lost,0,0
LEAD_000226,2025-12-18 01:12:34,2025-12-18 02:42:34,90,event,paid_search,Alpharetta,taylor,open,0,0
LEAD_000227,2026-03-15 12:47:23,2026-03-15 13:08:23,21,event,organic,ATL,jordan,lost,0,0
LEAD_000228,2026-01-04 22:38:26,2026-01-04 22:43:26,5,instagram_dm,organic,Alpharetta,jordan,open,0,0
LEAD_000229,2026-03-05 19:36:48,2026-03-05 20:05:48,29,referral,spring_promo,Remote,sam,nurture,0,0
LEAD_000230,2026-02-02 12:11:54,2026-02-02 12:32:54,21,website_form,spring_promo,Cumming,taylor,converted,1,2340
LEAD_000231,2026-02-22 03:34:33,2026-02-22 04:45:33,71,email,spring_promo,Alpharetta,sam,lost,0,0
LEAD_000232,2026-01-18 02:06:51,2026-01-18 03:32:51,86,website_form,paid_search,ATL,jordan,nurture,0,0
